"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","response","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","subject","image_switchboard","scene_order"
"vsl-grid-scene-snap","90","267637","0.0-4.0-2.0-35.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj4.png"",0],[0,""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","91","270651","0.0-4.0-2.0-36.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj11.png"",""img/obj12.png"",0],[0,""img/obj8.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj7.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","92","273663","0.0-4.0-2.0-37.0","","","[[0,0,0,""img/obj6.png"",0],[0,0,0,0,""img/obj9.png""],[0,0,0,""img/obj2.png"",""img/obj12.png""],[0,0,0,""img/obj3.png"",0],[0,0,""img/obj1.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","93","276688","0.0-4.0-2.0-38.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",0,0,0],[0,""img/obj5.png"",""img/obj9.png"",0,0],[0,""img/obj2.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","94","279705","0.0-4.0-2.0-39.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj6.png"",0],[0,0,0,""img/obj4.png"",""img/obj9.png""],[0,0,0,""img/obj2.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","95","282723","0.0-4.0-2.0-40.0","","","[[0,""img/obj6.png"",0,0,0],[0,""img/obj5.png"",""img/obj9.png"",0,0],[0,""img/obj2.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","96","285743","0.0-4.0-2.0-41.0","","","[[0,0,0,0,0],[0,""img/obj11.png"",0,0,0],[""img/obj8.png"",""img/obj5.png"",0,0,0],[0,""img/obj7.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","97","288753","0.0-4.0-2.0-42.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",""img/obj11.png""],[0,0,""img/obj3.png"",""img/obj8.png"",0],[0,""img/obj1.png"",0,0,""img/obj7.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","98","291764","0.0-4.0-2.0-43.0","","","[[0,0,0,0,0],[0,0,0,""img/obj11.png"",0],[0,0,""img/obj8.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj7.png"",0],[0,""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","99","294786","0.0-4.0-2.0-44.0","","","[[0,""img/obj5.png"",""img/obj6.png"",0,0],[0,0,""img/obj10.png"",""img/obj9.png"",0],[0,0,""img/obj2.png"",""img/obj4.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","100","297800","0.0-4.0-2.0-45.0","","","[[0,0,""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj5.png"",0,0],[0,0,""img/obj7.png"",""img/obj10.png"",0],[0,0,0,0,""img/obj4.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","101","300824","0.0-4.0-2.0-46.0","","","[[0,""img/obj11.png"",0,0,0],[""img/obj8.png"",""img/obj5.png"",0,0,0],[0,""img/obj7.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","102","303840","0.0-4.0-2.0-47.0","","","[[0,0,0,""img/obj11.png"",0],[0,""img/obj6.png"",""img/obj8.png"",0,0],[0,0,""img/obj9.png"",""img/obj7.png"",0],[0,""img/obj2.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene","103","307852","0.0-4.0-3.0-0.0-0.0","","null","","null","","","","","","","","","",""
"vsl-grid-scene","104","310860","0.0-4.0-3.0-0.1-0.1","","null","","null","","","","","","","","","",""
"vsl-grid-scene","105","313871","0.0-4.0-3.0-0.2-0.2","","null","","null","","","","","","","","","",""
"vsl-grid-scene","106","316876","0.0-4.0-3.0-0.3-0.3","","null","","null","","","","","","","","","",""
"vsl-grid-scene","107","319895","0.0-4.0-3.0-0.4-0.4","","null","","null","","","","","","","","","",""
"vsl-grid-scene","108","322900","0.0-4.0-3.0-0.5-0.5","","null","","null","","","","","","","","","",""
"vsl-grid-scene","109","325914","0.0-4.0-3.0-0.6-0.6","","null","","null","","","","","","","","","",""
"vsl-grid-scene","110","328917","0.0-4.0-3.0-0.7-0.7","","null","","null","","","","","","","","","",""
"vsl-grid-scene","111","331930","0.0-4.0-3.0-0.8-0.8","","null","","null","","","","","","","","","",""
"vsl-grid-scene","112","334934","0.0-4.0-3.0-0.9-0.9","","null","","null","","","","","","","","","",""
"vsl-grid-scene","113","337944","0.0-4.0-3.0-0.10-0.10","","null","","null","","","","","","","","","",""
"vsl-grid-scene","114","339595","0.0-4.0-3.0-0.11-0.11","","1651",""," ","","","","","","","","","",""
"html-keyboard-response","115","340599","0.0-4.0-3.0-1.0","","null"," ","null","","","","","","","","","",""
"vsl-grid-scene-snap","116","342602","0.0-4.0-4.0-0.0","","","[[0,0,0,0,0],[""img/obj6.png"",""img/obj5.png"",0,0,0],[0,""img/obj9.png"",""img/obj10.png"",0,0],[""img/obj2.png"",0,0,""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","117","345611","0.0-4.0-4.0-1.0","","","[[0,""img/obj6.png"",0,0,0],[0,0,""img/obj9.png"",""img/obj12.png"",0],[0,""img/obj2.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","118","348631","0.0-4.0-4.0-2.0","","","[[0,""img/obj6.png"",0,0,0],[0,0,""img/obj9.png"",""img/obj11.png"",0],[0,""img/obj2.png"",""img/obj8.png"",0,0],[0,0,0,""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","119","351643","0.0-4.0-4.0-3.0","","","[[0,0,0,0,0],[0,0,""img/obj6.png"",0,0],[0,0,""img/obj11.png"",""img/obj9.png"",0],[0,""img/obj8.png"",""img/obj2.png"",0,0],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","120","354663","0.0-4.0-4.0-4.0","","","[[""img/obj5.png"",0,0,0,0],[0,""img/obj10.png"",""img/obj6.png"",0,0],[0,0,""img/obj4.png"",""img/obj9.png"",0],[0,0,""img/obj2.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","121","357681","0.0-4.0-4.0-5.0","","","[[0,0,""img/obj6.png"",0,0],[0,0,""img/obj12.png"",""img/obj9.png"",0],[0,""img/obj3.png"",""img/obj2.png"",0,0],[""img/obj1.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","122","360704","0.0-4.0-4.0-6.0","","","[[0,0,0,""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj11.png"",0],[0,""img/obj1.png"",""img/obj8.png"",0,0],[0,0,0,""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","123","363727","0.0-4.0-4.0-7.0","","","[[0,0,0,0,0],[0,0,""img/obj12.png"",0,0],[""img/obj5.png"",""img/obj3.png"",0,0,0],[""img/obj1.png"",""img/obj10.png"",0,0,0],[0,0,""img/obj4.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","124","366750","0.0-4.0-4.0-8.0","","","[[0,0,""img/obj12.png"",0,0],[""img/obj6.png"",""img/obj3.png"",0,0,0],[""img/obj1.png"",""img/obj9.png"",0,0,0],[""img/obj2.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","125","369764","0.0-4.0-4.0-9.0","","","[[0,0,0,0,0],[0,0,""img/obj5.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj10.png"",0],[0,""img/obj1.png"",0,0,""img/obj4.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","126","372778","0.0-4.0-4.0-10.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",0,0,""img/obj11.png""],[0,0,""img/obj10.png"",""img/obj8.png"",0],[0,0,0,""img/obj4.png"",""img/obj7.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","127","375804","0.0-4.0-4.0-11.0","","","[[0,0,0,0,0],[0,0,0,""img/obj6.png"",0],[0,0,0,""img/obj11.png"",""img/obj9.png""],[0,0,""img/obj8.png"",""img/obj2.png"",0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","128","378828","0.0-4.0-4.0-12.0","","","[[0,""img/obj5.png"",""img/obj12.png"",0,0],[0,""img/obj3.png"",""img/obj10.png"",0,0],[""img/obj1.png"",0,0,""img/obj4.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","129","381839","0.0-4.0-4.0-13.0","","","[[0,0,""img/obj11.png"",0,0],[""img/obj5.png"",""img/obj8.png"",0,0,0],[0,""img/obj10.png"",""img/obj7.png"",0,0],[0,0,""img/obj4.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","130","384859","0.0-4.0-4.0-14.0","","","[[0,0,0,0,0],[""img/obj6.png"",0,0,""img/obj12.png"",0],[0,""img/obj9.png"",""img/obj3.png"",0,0],[""img/obj2.png"",""img/obj1.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","131","387885","0.0-4.0-4.0-15.0","","","[[0,""img/obj11.png"",0,0,0],[""img/obj8.png"",0,0,0,0],[""img/obj5.png"",""img/obj7.png"",0,0,0],[0,""img/obj10.png"",0,0,0],[0,0,""img/obj4.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene","132","391891","0.0-4.0-5.0-0.0-0.0","","null","","null","","","","","","","","","",""
"vsl-grid-scene","133","394909","0.0-4.0-5.0-0.1-0.1","","null","","null","","","","","","","","","",""
"vsl-grid-scene","134","397926","0.0-4.0-5.0-0.2-0.2","","null","","null","","","","","","","","","",""
"vsl-grid-scene","135","400939","0.0-4.0-5.0-0.3-0.3","","null","","null","","","","","","","","","",""
"vsl-grid-scene","136","403951","0.0-4.0-5.0-0.4-0.4","","null","","null","","","","","","","","","",""
"vsl-grid-scene","137","406954","0.0-4.0-5.0-0.5-0.5","","null","","null","","","","","","","","","",""
"vsl-grid-scene","138","409965","0.0-4.0-5.0-0.6-0.6","","null","","null","","","","","","","","","",""
"vsl-grid-scene","139","412980","0.0-4.0-5.0-0.7-0.7","","null","","null","","","","","","","","","",""
"vsl-grid-scene","140","415991","0.0-4.0-5.0-0.8-0.8","","null","","null","","","","","","","","","",""
"vsl-grid-scene","141","418995","0.0-4.0-5.0-0.9-0.9","","null","","null","","","","","","","","","",""
"vsl-grid-scene","142","422001","0.0-4.0-5.0-0.10-0.10","","null","","null","","","","","","","","","",""
"vsl-grid-scene","143","425007","0.0-4.0-5.0-0.11-0.11","","null","","null","","","","","","","","","",""
"vsl-grid-scene","144","428013","0.0-4.0-5.0-0.12-0.12","","null","","null","","","","","","","","","",""
"vsl-grid-scene","145","431015","0.0-4.0-5.0-0.13-0.13","","null","","null","","","","","","","","","",""
"vsl-grid-scene","146","434019","0.0-4.0-5.0-0.14-0.14","","null","","null","","","","","","","","","",""
"vsl-grid-scene","147","437021","0.0-4.0-5.0-0.15-0.15","","null","","null","","","","","","","","","",""
"vsl-grid-scene","148","437636","0.0-4.0-5.0-0.16-0.16","","613",""," ","","","","","","","","","",""
"html-keyboard-response","149","438651","0.0-4.0-5.0-1.0","","null"," ","null","","","","","","","","","",""
"vsl-grid-scene-snap","150","440665","0.0-4.0-6.0-0.0","","","[[0,0,0,0,0],[0,0,""img/obj6.png"",0,0],[0,0,0,""img/obj9.png"",""img/obj12.png""],[0,0,""img/obj2.png"",""img/obj3.png"",0],[0,0,""img/obj1.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","151","443678","0.0-4.0-6.0-1.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",0,0,0],[0,""img/obj6.png"",""img/obj10.png"",0,0],[0,0,""img/obj9.png"",""img/obj4.png"",0],[0,""img/obj2.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","152","446686","0.0-4.0-6.0-2.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj5.png"",""img/obj6.png"",0,0],[0,0,""img/obj10.png"",""img/obj9.png"",0],[0,0,""img/obj2.png"",""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","153","449692","0.0-4.0-6.0-3.0","","","[[0,0,0,0,0],[0,0,0,""img/obj11.png"",0],[0,""img/obj5.png"",""img/obj8.png"",0,0],[0,0,""img/obj10.png"",""img/obj7.png"",0],[0,0,0,""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","154","452705","0.0-4.0-6.0-4.0","","","[[0,0,0,""img/obj12.png"",0],[0,""img/obj5.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","155","455730","0.0-4.0-6.0-5.0","","","[[0,0,0,0,0],[0,0,""img/obj6.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj9.png"",0],[0,""img/obj1.png"",""img/obj2.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","156","458757","0.0-4.0-6.0-6.0","","","[[0,0,0,0,0],[0,0,""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj5.png"",0,0],[0,0,""img/obj7.png"",""img/obj10.png"",0],[0,0,0,0,""img/obj4.png""]]","","","","","","","","","","",""
"vsl-grid-scene-snap","157","461773","0.0-4.0-6.0-7.0","","","[[0,0,0,0,0],[""img/obj5.png"",0,0,0,0],[0,""img/obj10.png"",""img/obj6.png"",0,0],[0,0,""img/obj4.png"",""img/obj9.png"",0],[0,0,""img/obj2.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","158","464797","0.0-4.0-6.0-8.0","","","[[0,0,0,0,""img/obj12.png""],[0,0,""img/obj11.png"",""img/obj3.png"",0],[0,""img/obj8.png"",""img/obj1.png"",0,0],[0,0,""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","159","467809","0.0-4.0-6.0-9.0","","","[[0,0,0,0,""img/obj11.png""],[0,0,""img/obj6.png"",""img/obj8.png"",0],[0,0,0,""img/obj9.png"",""img/obj7.png""],[0,0,""img/obj2.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","160","470816","0.0-4.0-6.0-10.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj6.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj9.png"",0],[0,""img/obj1.png"",""img/obj2.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","161","473831","0.0-4.0-6.0-11.0","","","[[0,0,0,0,0],[0,0,0,""img/obj6.png"",0],[0,0,0,""img/obj12.png"",""img/obj9.png""],[0,0,""img/obj3.png"",""img/obj2.png"",0],[0,""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","162","476858","0.0-4.0-6.0-12.0","","","[[0,""img/obj11.png"",0,0,0],[""img/obj8.png"",""img/obj6.png"",0,0,0],[0,""img/obj7.png"",""img/obj9.png"",0,0],[0,""img/obj2.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","163","479888","0.0-4.0-6.0-13.0","","","[[0,""img/obj5.png"",""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj10.png"",0,0],[0,0,""img/obj7.png"",""img/obj4.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","164","482904","0.0-4.0-6.0-14.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",""img/obj5.png"",0,0],[0,0,""img/obj9.png"",""img/obj10.png"",0],[0,""img/obj2.png"",0,0,""img/obj4.png""],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","165","485912","0.0-4.0-6.0-15.0","","","[[0,0,0,0,0],[0,0,""img/obj6.png"",0,0],[0,0,""img/obj12.png"",""img/obj9.png"",0],[0,""img/obj3.png"",""img/obj2.png"",0,0],[""img/obj1.png"",0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","166","488933","0.0-4.0-6.0-16.0","","","[[0,0,0,0,0],[0,0,0,0,""img/obj11.png""],[0,0,0,""img/obj8.png"",""img/obj12.png""],[0,0,0,""img/obj3.png"",""img/obj7.png""],[0,0,""img/obj1.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","167","491945","0.0-4.0-6.0-17.0","","","[[0,0,0,0,0],[0,""img/obj11.png"",""img/obj12.png"",0,0],[""img/obj8.png"",""img/obj3.png"",0,0,0],[""img/obj1.png"",""img/obj7.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","168","494963","0.0-4.0-6.0-18.0","","","[[0,0,""img/obj5.png"",0,0],[0,0,0,""img/obj10.png"",0],[0,0,0,""img/obj6.png"",""img/obj4.png""],[0,0,0,0,""img/obj9.png""],[0,0,0,""img/obj2.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","169","497987","0.0-4.0-6.0-19.0","","","[[0,0,0,""img/obj11.png"",0],[0,0,""img/obj8.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj7.png"",0],[0,""img/obj1.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","170","500999","0.0-4.0-6.0-20.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj5.png"",""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj10.png"",0,0],[0,0,""img/obj7.png"",""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","171","504019","0.0-4.0-6.0-21.0","","","[[0,0,0,""img/obj11.png"",0],[0,0,""img/obj8.png"",0,0],[0,0,""img/obj5.png"",""img/obj7.png"",0],[0,0,0,""img/obj10.png"",0],[0,0,0,0,""img/obj4.png""]]","","","","","","","","","","",""
"vsl-grid-scene-snap","172","507041","0.0-4.0-6.0-22.0","","","[[0,0,""img/obj11.png"",0,0],[0,""img/obj8.png"",0,0,0],[0,""img/obj5.png"",""img/obj7.png"",0,0],[0,0,""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","173","510053","0.0-4.0-6.0-23.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",""img/obj11.png"",0,0],[0,""img/obj8.png"",""img/obj10.png"",0,0],[0,0,""img/obj7.png"",""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","174","513076","0.0-4.0-6.0-24.0","","","[[0,0,""img/obj12.png"",0,0],[0,""img/obj3.png"",0,0,0],[""img/obj1.png"",""img/obj11.png"",0,0,0],[""img/obj8.png"",0,0,0,0],[0,""img/obj7.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","175","516082","0.0-4.0-6.0-25.0","","","[[0,""img/obj5.png"",0,0,0],[0,""img/obj6.png"",""img/obj10.png"",0,0],[0,0,""img/obj9.png"",""img/obj4.png"",0],[0,""img/obj2.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","176","519093","0.0-4.0-6.0-26.0","","","[[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj11.png"",0],[0,0,""img/obj8.png"",""img/obj4.png"",0],[0,0,0,""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","177","522105","0.0-4.0-6.0-27.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",0,0,0],[0,0,""img/obj9.png"",""img/obj12.png"",0],[0,""img/obj2.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","178","525118","0.0-4.0-6.0-28.0","","","[[0,0,0,""img/obj12.png"",""img/obj11.png""],[0,0,""img/obj3.png"",""img/obj8.png"",0],[0,""img/obj1.png"",0,0,""img/obj7.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","179","528139","0.0-4.0-6.0-29.0","","","[[0,0,0,0,0],[0,0,0,""img/obj6.png"",""img/obj12.png""],[0,0,0,""img/obj3.png"",""img/obj9.png""],[0,0,""img/obj1.png"",""img/obj2.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","180","531161","0.0-4.0-6.0-30.0","","","[[0,0,0,0,0],[0,""img/obj6.png"",""img/obj12.png"",0,0],[0,""img/obj3.png"",""img/obj9.png"",0,0],[""img/obj1.png"",""img/obj2.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","181","534180","0.0-4.0-6.0-31.0","","","[[0,0,0,0,0],[0,0,""img/obj11.png"",0,0],[""img/obj5.png"",""img/obj8.png"",0,0,0],[0,""img/obj10.png"",""img/obj7.png"",0,0],[0,0,""img/obj4.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","182","537196","0.0-4.0-6.0-32.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",0],[0,""img/obj6.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj9.png"",0,0],[0,""img/obj2.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","183","540215","0.0-4.0-6.0-33.0","","","[[0,0,""img/obj6.png"",0,0],[0,0,0,""img/obj9.png"",0],[0,0,""img/obj2.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",0,0],[0,""img/obj1.png"",0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","184","543232","0.0-4.0-6.0-34.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj5.png"",0,0,""img/obj11.png""],[0,0,""img/obj10.png"",""img/obj8.png"",0],[0,0,0,""img/obj4.png"",""img/obj7.png""]]","","","","","","","","","","",""
"vsl-grid-scene-snap","185","546253","0.0-4.0-6.0-35.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj11.png"",0],[0,""img/obj1.png"",""img/obj8.png"",0,0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","186","549274","0.0-4.0-6.0-36.0","","","[[0,0,0,""img/obj11.png"",0],[0,""img/obj5.png"",""img/obj8.png"",0,0],[0,0,""img/obj10.png"",""img/obj7.png"",0],[0,0,0,""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","187","552298","0.0-4.0-6.0-37.0","","","[[0,0,0,0,0],[""img/obj5.png"",0,0,""img/obj12.png"",0],[0,""img/obj10.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj4.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","188","555317","0.0-4.0-6.0-38.0","","","[[0,0,0,0,0],[""img/obj5.png"",""img/obj11.png"",0,0,0],[""img/obj8.png"",""img/obj10.png"",0,0,0],[0,""img/obj7.png"",""img/obj4.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","189","558323","0.0-4.0-6.0-39.0","","","[[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj6.png"",0],[0,0,0,""img/obj4.png"",""img/obj9.png""],[0,0,0,""img/obj2.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","190","561351","0.0-4.0-6.0-40.0","","","[[0,0,0,0,0],[""img/obj5.png"",0,0,""img/obj11.png"",0],[0,""img/obj10.png"",""img/obj8.png"",0,0],[0,0,""img/obj4.png"",""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","191","564359","0.0-4.0-6.0-41.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",0],[0,""img/obj5.png"",""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","192","567373","0.0-4.0-6.0-42.0","","","[[0,""img/obj5.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj12.png"",0],[0,0,""img/obj3.png"",""img/obj4.png"",0],[0,""img/obj1.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","193","570390","0.0-4.0-6.0-43.0","","","[[0,0,0,0,0],[0,""img/obj5.png"",""img/obj6.png"",0,0],[0,0,""img/obj10.png"",""img/obj9.png"",0],[0,0,""img/obj2.png"",""img/obj4.png"",0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","194","573397","0.0-4.0-6.0-44.0","","","[[0,0,0,0,0],[0,0,""img/obj5.png"",0,0],[0,0,""img/obj6.png"",""img/obj10.png"",0],[0,0,0,""img/obj9.png"",""img/obj4.png""],[0,0,""img/obj2.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","195","576422","0.0-4.0-6.0-45.0","","","[[0,0,0,""img/obj12.png"",0],[0,0,""img/obj3.png"",0,0],[0,""img/obj1.png"",""img/obj11.png"",0,0],[0,""img/obj8.png"",0,0,0],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","196","579443","0.0-4.0-6.0-46.0","","","[[0,0,0,""img/obj12.png"",0],[0,""img/obj11.png"",""img/obj3.png"",0,0],[""img/obj8.png"",""img/obj1.png"",0,0,0],[0,""img/obj7.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene-snap","197","582460","0.0-4.0-6.0-47.0","","","[[0,0,""img/obj5.png"",0,0],[0,0,0,""img/obj10.png"",""img/obj12.png""],[0,0,0,""img/obj3.png"",""img/obj4.png""],[0,0,""img/obj1.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","",""
"vsl-grid-scene","198","586469","0.0-4.0-7.0-0.0-0.0","","null","","null","","","","","","","","","",""
"vsl-grid-scene","199","589483","0.0-4.0-7.0-0.1-0.1","","null","","null","","","","","","","","","",""
"vsl-grid-scene","200","592485","0.0-4.0-7.0-0.2-0.2","","null","","null","","","","","","","","","",""
"vsl-grid-scene","201","595502","0.0-4.0-7.0-0.3-0.3","","null","","null","","","","","","","","","",""
"vsl-grid-scene","202","598512","0.0-4.0-7.0-0.4-0.4","","null","","null","","","","","","","","","",""
"vsl-grid-scene","203","601524","0.0-4.0-7.0-0.5-0.5","","null","","null","","","","","","","","","",""
