"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","button_pressed","responses","key_press","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","randomID","subject","image_switchboard","scene_order"
"vsl-grid-scene-snap","42","137922","0.0-5.0-0.0-37.0","","","[[0,0,""img/obj3.png"",0,0],[0,0,0,""img/obj10.png"",""img/obj4.png""],[0,0,0,""img/obj6.png"",""img/obj7.png""],[0,0,""img/obj11.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","43","140943","0.0-5.0-0.0-38.0","","","[[0,0,""img/obj12.png"",""img/obj2.png"",0],[0,0,""img/obj9.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",""img/obj5.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","44","143967","0.0-5.0-0.0-39.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj3.png"",""img/obj2.png"",0],[0,0,""img/obj9.png"",""img/obj10.png"",0],[0,0,0,""img/obj5.png"",""img/obj7.png""]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","45","146986","0.0-5.0-0.0-40.0","","","[[0,0,0,0,0],[0,0,0,0,0],[""img/obj3.png"",""img/obj2.png"",0,0,0],[""img/obj9.png"",""img/obj10.png"",0,0,0],[0,""img/obj5.png"",""img/obj7.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","46","150011","0.0-5.0-0.0-41.0","","","[[0,0,0,""img/obj2.png"",""img/obj4.png""],[0,0,""img/obj9.png"",""img/obj6.png"",0],[0,0,""img/obj11.png"",""img/obj5.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","47","153028","0.0-5.0-0.0-42.0","","","[[""img/obj3.png"",0,0,""img/obj4.png"",0],[0,""img/obj10.png"",""img/obj6.png"",0,0],[0,""img/obj11.png"",""img/obj7.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","48","156038","0.0-5.0-0.0-43.0","","","[[0,0,0,0,0],[0,0,0,""img/obj4.png"",0],[0,""img/obj3.png"",""img/obj6.png"",0,0],[0,""img/obj11.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","49","159049","0.0-5.0-0.0-44.0","","","[[0,0,""img/obj3.png"",0,0],[0,0,0,""img/obj10.png"",0],[0,0,0,""img/obj12.png"",""img/obj7.png""],[0,0,0,0,""img/obj1.png""],[0,0,0,""img/obj8.png"",0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","50","162069","0.0-5.0-0.0-45.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,0,""img/obj12.png"",""img/obj2.png""],[0,0,0,""img/obj9.png"",""img/obj1.png""],[0,0,0,""img/obj8.png"",""img/obj5.png""]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","51","165085","0.0-5.0-0.0-46.0","","","[[0,0,0,0,0],[0,0,0,0,0],[""img/obj3.png"",0,0,""img/obj4.png"",0],[0,""img/obj10.png"",""img/obj6.png"",0,0],[0,""img/obj11.png"",""img/obj7.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","52","168091","0.0-5.0-0.0-47.0","","","[[0,0,0,0,0],[0,""img/obj12.png"",""img/obj2.png"",0,0],[0,""img/obj9.png"",""img/obj1.png"",0,0],[0,""img/obj8.png"",""img/obj5.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-attention-check","53","170974","0.0-5.0-1.0-0.0-0.0","","1869.6000000014901","[[0,""img/square.png"",0,0,""img/square.png""],[0,0,""img/square.png"",0,0],[""img/square.png"",0,""img/attention.png"",0,0],[0,0,0,0,0],[0,""img/square.png"",0,0,0]]","","","32","","","","","","","","","","",""
"html-keyboard-response","54","171981","0.0-5.0-1.0-1.0","","null"," ","","","null","","","","","","","","","","",""
"vsl-grid-scene-snap","55","173991","0.0-5.0-2.0-0.0","","","[[0,0,0,0,0],[0,0,0,0,0],[""img/obj3.png"",""img/obj12.png"",0,0,0],[0,""img/obj10.png"",""img/obj1.png"",0,0],[0,""img/obj8.png"",""img/obj7.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","56","177008","0.0-5.0-2.0-1.0","","","[[0,0,""img/obj3.png"",""img/obj4.png"",0],[0,0,""img/obj6.png"",""img/obj10.png"",0],[0,""img/obj11.png"",0,0,""img/obj7.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","57","180034","0.0-5.0-2.0-2.0","","","[[0,0,0,0,0],[0,0,""img/obj12.png"",""img/obj2.png"",0],[0,0,""img/obj9.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",""img/obj5.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","58","183044","0.0-5.0-2.0-3.0","","","[[0,0,""img/obj12.png"",""img/obj4.png"",0],[0,0,""img/obj6.png"",""img/obj1.png"",0],[0,""img/obj11.png"",""img/obj8.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","59","186062","0.0-5.0-2.0-4.0","","","[[0,0,0,0,0],[""img/obj3.png"",""img/obj2.png"",0,0,0],[""img/obj9.png"",""img/obj10.png"",0,0,0],[0,""img/obj5.png"",""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","60","189094","0.0-5.0-2.0-5.0","","","[[0,0,""img/obj12.png"",0,0],[0,0,0,""img/obj1.png"",0],[0,0,""img/obj8.png"",""img/obj4.png"",0],[0,0,""img/obj6.png"",0,0],[0,""img/obj11.png"",0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","61","192110","0.0-5.0-2.0-6.0","","","[[0,0,0,0,0],[0,0,""img/obj3.png"",""img/obj12.png"",0],[0,0,0,""img/obj10.png"",""img/obj1.png""],[0,0,0,""img/obj8.png"",""img/obj7.png""],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","62","195129","0.0-5.0-2.0-7.0","","","[[0,""img/obj12.png"",0,0,0],[0,""img/obj3.png"",""img/obj1.png"",0,0],[0,""img/obj8.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","63","198153","0.0-5.0-2.0-8.0","","","[[0,0,""img/obj3.png"",""img/obj12.png"",0],[0,0,0,""img/obj10.png"",""img/obj1.png""],[0,0,0,""img/obj8.png"",""img/obj7.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","64","201167","0.0-5.0-2.0-9.0","","","[[0,0,0,0,""img/obj4.png""],[0,0,""img/obj12.png"",""img/obj6.png"",0],[0,0,""img/obj11.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","65","204175","0.0-5.0-2.0-10.0","","","[[0,0,0,0,0],[0,0,""img/obj4.png"",0,0],[""img/obj3.png"",""img/obj6.png"",0,0,0],[""img/obj11.png"",""img/obj10.png"",0,0,0],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","66","207188","0.0-5.0-2.0-11.0","","","[[0,""img/obj12.png"",0,0,0],[0,0,""img/obj1.png"",0,0],[0,""img/obj8.png"",""img/obj4.png"",0,0],[0,""img/obj6.png"",0,0,0],[""img/obj11.png"",0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","67","210214","0.0-5.0-2.0-12.0","","","[[0,""img/obj3.png"",0,0,0],[0,0,""img/obj10.png"",""img/obj12.png"",0],[0,0,0,""img/obj7.png"",""img/obj1.png""],[0,0,0,""img/obj8.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","68","213225","0.0-5.0-2.0-13.0","","","[[0,""img/obj2.png"",0,0,0],[""img/obj9.png"",""img/obj3.png"",0,0,0],[0,""img/obj5.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","69","216239","0.0-5.0-2.0-14.0","","","[[""img/obj3.png"",0,0,0,0],[0,""img/obj10.png"",""img/obj12.png"",0,0],[0,0,""img/obj7.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","70","219266","0.0-5.0-2.0-15.0","","","[[0,0,0,0,0],[0,0,0,0,0],[""img/obj12.png"",""img/obj2.png"",0,0,0],[""img/obj9.png"",""img/obj1.png"",0,0,0],[""img/obj8.png"",""img/obj5.png"",0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","71","222293","0.0-5.0-2.0-16.0","","","[[""img/obj3.png"",0,0,0,0],[0,""img/obj10.png"",""img/obj2.png"",0,0],[0,""img/obj9.png"",""img/obj7.png"",0,0],[0,0,""img/obj5.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","72","225311","0.0-5.0-2.0-17.0","","","[[0,0,0,0,0],[""img/obj12.png"",0,0,0,0],[""img/obj3.png"",""img/obj1.png"",0,0,0],[""img/obj8.png"",""img/obj10.png"",0,0,0],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","73","228338","0.0-5.0-2.0-18.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj3.png"",""img/obj2.png"",0,0],[0,""img/obj9.png"",""img/obj10.png"",0,0],[0,0,""img/obj5.png"",""img/obj7.png"",0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","74","231343","0.0-5.0-2.0-19.0","","","[[""img/obj12.png"",""img/obj2.png"",0,0,0],[""img/obj9.png"",""img/obj1.png"",0,0,0],[""img/obj8.png"",""img/obj5.png"",0,0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","75","234357","0.0-5.0-2.0-20.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",""img/obj4.png""],[0,0,0,""img/obj6.png"",""img/obj1.png""],[0,0,""img/obj11.png"",""img/obj8.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","76","237373","0.0-5.0-2.0-21.0","","","[[0,0,0,""img/obj2.png"",0],[0,0,""img/obj9.png"",""img/obj4.png"",0],[0,0,""img/obj6.png"",""img/obj5.png"",0],[0,""img/obj11.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","77","240390","0.0-5.0-2.0-22.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj3.png"",""img/obj12.png"",0],[0,0,0,""img/obj10.png"",""img/obj1.png""],[0,0,0,""img/obj8.png"",""img/obj7.png""]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","78","243418","0.0-5.0-2.0-23.0","","","[[0,0,0,0,0],[""img/obj12.png"",""img/obj2.png"",0,0,0],[""img/obj9.png"",""img/obj1.png"",0,0,0],[""img/obj8.png"",""img/obj5.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","79","246425","0.0-5.0-2.0-24.0","","","[[0,0,""img/obj12.png"",0,0],[0,0,""img/obj4.png"",""img/obj1.png"",0],[0,""img/obj6.png"",""img/obj8.png"",0,0],[""img/obj11.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","80","249445","0.0-5.0-2.0-25.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,0,""img/obj12.png"",""img/obj4.png""],[0,0,0,""img/obj6.png"",""img/obj1.png""],[0,0,""img/obj11.png"",""img/obj8.png"",0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","81","252476","0.0-5.0-2.0-26.0","","","[[0,""img/obj2.png"",""img/obj4.png"",0,0],[""img/obj9.png"",""img/obj6.png"",0,0,0],[""img/obj11.png"",""img/obj5.png"",0,0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","82","255493","0.0-5.0-2.0-27.0","","","[[0,""img/obj12.png"",""img/obj4.png"",0,0],[0,""img/obj6.png"",""img/obj1.png"",0,0],[""img/obj11.png"",""img/obj8.png"",0,0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","83","258519","0.0-5.0-2.0-28.0","","","[[0,0,0,0,0],[0,""img/obj12.png"",0,0,0],[0,""img/obj3.png"",""img/obj1.png"",0,0],[0,""img/obj8.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","84","261542","0.0-5.0-2.0-29.0","","","[[0,0,0,""img/obj12.png"",""img/obj2.png""],[0,0,0,""img/obj9.png"",""img/obj1.png""],[0,0,0,""img/obj8.png"",""img/obj5.png""],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","85","264553","0.0-5.0-2.0-30.0","","","[[0,0,0,0,0],[""img/obj3.png"",0,0,0,0],[0,""img/obj10.png"",""img/obj12.png"",0,0],[0,0,""img/obj7.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","86","267579","0.0-5.0-2.0-31.0","","","[[0,0,0,0,0],[0,0,""img/obj3.png"",0,0],[0,0,0,""img/obj10.png"",""img/obj4.png""],[0,0,0,""img/obj6.png"",""img/obj7.png""],[0,0,""img/obj11.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","87","270592","0.0-5.0-2.0-32.0","","","[[""img/obj12.png"",0,0,0,0],[""img/obj3.png"",""img/obj1.png"",0,0,0],[""img/obj8.png"",""img/obj10.png"",0,0,0],[0,0,""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","88","273611","0.0-5.0-2.0-33.0","","","[[0,0,0,0,0],[0,0,""img/obj3.png"",""img/obj2.png"",0],[0,0,""img/obj9.png"",""img/obj10.png"",0],[0,0,0,""img/obj5.png"",""img/obj7.png""],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","89","276629","0.0-5.0-2.0-34.0","","","[[0,0,0,""img/obj4.png"",0],[0,0,""img/obj6.png"",0,0],[0,""img/obj11.png"",""img/obj2.png"",0,0],[0,""img/obj9.png"",0,0,0],[0,0,""img/obj5.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","90","279650","0.0-5.0-2.0-35.0","","","[[0,0,""img/obj12.png"",0,0],[0,0,""img/obj3.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",""img/obj10.png"",0],[0,0,0,0,""img/obj7.png""],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","91","282666","0.0-5.0-2.0-36.0","","","[[0,0,0,""img/obj12.png"",0],[0,0,0,""img/obj4.png"",""img/obj1.png""],[0,0,""img/obj6.png"",""img/obj8.png"",0],[0,""img/obj11.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","92","285683","0.0-5.0-2.0-37.0","","","[[0,""img/obj12.png"",""img/obj2.png"",0,0],[0,""img/obj9.png"",""img/obj1.png"",0,0],[0,""img/obj8.png"",""img/obj5.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","93","288701","0.0-5.0-2.0-38.0","","","[[0,0,0,0,0],[0,0,""img/obj4.png"",0,0],[""img/obj12.png"",""img/obj6.png"",0,0,0],[""img/obj11.png"",""img/obj1.png"",0,0,0],[""img/obj8.png"",0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","94","291723","0.0-5.0-2.0-39.0","","","[[0,0,""img/obj4.png"",0,0],[""img/obj12.png"",""img/obj6.png"",0,0,0],[""img/obj11.png"",""img/obj1.png"",0,0,0],[""img/obj8.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","95","294735","0.0-5.0-2.0-40.0","","","[[0,0,0,0,0],[0,0,0,""img/obj2.png"",0],[0,0,""img/obj9.png"",""img/obj4.png"",0],[0,0,""img/obj6.png"",""img/obj5.png"",0],[0,""img/obj11.png"",0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","96","297755","0.0-5.0-2.0-41.0","","","[[0,0,0,0,0],[0,0,""img/obj12.png"",0,0],[0,0,""img/obj3.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",""img/obj10.png"",0],[0,0,0,0,""img/obj7.png""]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","97","300778","0.0-5.0-2.0-42.0","","","[[0,0,0,0,0],[0,""img/obj12.png"",""img/obj4.png"",0,0],[0,""img/obj6.png"",""img/obj1.png"",0,0],[""img/obj11.png"",""img/obj8.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","98","303795","0.0-5.0-2.0-43.0","","","[[0,0,""img/obj3.png"",0,0],[0,0,0,""img/obj10.png"",""img/obj2.png""],[0,0,0,""img/obj9.png"",""img/obj7.png""],[0,0,0,0,""img/obj5.png""],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","99","306821","0.0-5.0-2.0-44.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj12.png"",""img/obj2.png"",0,0],[0,""img/obj9.png"",""img/obj1.png"",0,0],[0,""img/obj8.png"",""img/obj5.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","100","309841","0.0-5.0-2.0-45.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj12.png"",""img/obj4.png"",0,0],[0,""img/obj6.png"",""img/obj1.png"",0,0],[""img/obj11.png"",""img/obj8.png"",0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","101","312861","0.0-5.0-2.0-46.0","","","[[0,0,""img/obj4.png"",0,0],[0,""img/obj6.png"",0,0,0],[""img/obj11.png"",""img/obj2.png"",0,0,0],[""img/obj9.png"",0,0,0,0],[0,""img/obj5.png"",0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","102","315879","0.0-5.0-2.0-47.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj3.png"",""img/obj12.png"",0,0],[0,0,""img/obj10.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",""img/obj7.png"",0]]","","","","","","","","","","","","","",""
"vsl-grid-attention-check","103","318020","0.0-5.0-3.0-0.0-0.0","","1127.3999999985099","[[0,""img/square.png"",""img/square.png"",0,0],[0,0,0,0,0],[0,0,""img/attention.png"",0,0],[0,""img/square.png"",0,0,0],[""img/square.png"",0,0,""img/square.png"",0]]","","","32","","","","","","","","","","",""
"html-keyboard-response","104","319030","0.0-5.0-3.0-1.0","","null"," ","","","null","","","","","","","","","","",""
"vsl-grid-scene-snap","105","321034","0.0-5.0-4.0-0.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj2.png"",""img/obj4.png"",0],[0,""img/obj9.png"",""img/obj6.png"",0,0],[0,""img/obj11.png"",""img/obj5.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","106","324050","0.0-5.0-4.0-1.0","","","[[0,""img/obj3.png"",0,0,""img/obj4.png""],[0,0,""img/obj10.png"",""img/obj6.png"",0],[0,0,""img/obj11.png"",""img/obj7.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","107","327056","0.0-5.0-4.0-2.0","","","[[0,0,0,""img/obj12.png"",""img/obj4.png""],[0,0,0,""img/obj6.png"",""img/obj1.png""],[0,0,""img/obj11.png"",""img/obj8.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","108","330077","0.0-5.0-4.0-3.0","","","[[""img/obj3.png"",0,0,0,0],[0,""img/obj10.png"",""img/obj4.png"",0,0],[0,""img/obj6.png"",""img/obj7.png"",0,0],[""img/obj11.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","109","333103","0.0-5.0-4.0-4.0","","","[[0,0,0,0,0],[0,0,0,""img/obj12.png"",0],[0,0,0,""img/obj4.png"",""img/obj1.png""],[0,0,""img/obj6.png"",""img/obj8.png"",0],[0,""img/obj11.png"",0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","110","336128","0.0-5.0-4.0-5.0","","","[[0,0,0,0,0],[0,0,0,0,""img/obj4.png""],[0,0,""img/obj12.png"",""img/obj6.png"",0],[0,0,""img/obj11.png"",""img/obj1.png"",0],[0,0,""img/obj8.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","111","339141","0.0-5.0-4.0-6.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj3.png"",""img/obj4.png"",0],[0,0,""img/obj6.png"",""img/obj10.png"",0],[0,""img/obj11.png"",0,0,""img/obj7.png""]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","112","342159","0.0-5.0-4.0-7.0","","","[[0,0,0,0,0],[0,""img/obj3.png"",""img/obj4.png"",0,0],[0,""img/obj6.png"",""img/obj10.png"",0,0],[""img/obj11.png"",0,0,""img/obj7.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","113","345167","0.0-5.0-4.0-8.0","","","[[0,0,0,""img/obj2.png"",0],[0,0,""img/obj9.png"",0,0],[0,0,""img/obj3.png"",""img/obj5.png"",0],[0,0,0,""img/obj10.png"",0],[0,0,0,0,""img/obj7.png""]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","114","348187","0.0-5.0-4.0-9.0","","","[[0,0,0,0,0],[0,""img/obj2.png"",0,0,0],[""img/obj9.png"",""img/obj3.png"",0,0,0],[0,""img/obj5.png"",""img/obj10.png"",0,0],[0,0,0,""img/obj7.png"",0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","115","351207","0.0-5.0-4.0-10.0","","","[[0,0,0,0,0],[0,0,""img/obj2.png"",""img/obj4.png"",0],[0,""img/obj9.png"",""img/obj6.png"",0,0],[0,""img/obj11.png"",""img/obj5.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","116","354224","0.0-5.0-4.0-11.0","","","[[0,0,0,0,""img/obj4.png""],[0,0,""img/obj2.png"",""img/obj6.png"",0],[0,""img/obj9.png"",""img/obj11.png"",0,0],[0,0,""img/obj5.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","117","357248","0.0-5.0-4.0-12.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj2.png"",""img/obj4.png"",0,0],[""img/obj9.png"",""img/obj6.png"",0,0,0],[""img/obj11.png"",""img/obj5.png"",0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","118","360259","0.0-5.0-4.0-13.0","","","[[0,0,""img/obj4.png"",0,0],[""img/obj3.png"",""img/obj6.png"",0,0,0],[""img/obj11.png"",""img/obj10.png"",0,0,0],[0,0,""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","119","363282","0.0-5.0-4.0-14.0","","","[[0,0,0,0,0],[0,0,0,0,""img/obj4.png""],[0,0,""img/obj2.png"",""img/obj6.png"",0],[0,""img/obj9.png"",""img/obj11.png"",0,0],[0,0,""img/obj5.png"",0,0]]","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","120","366300","0.0-5.0-4.0-15.0","","","[[""img/obj3.png"",""img/obj12.png"",0,0,0],[0,""img/obj10.png"",""img/obj1.png"",0,0],[0,""img/obj8.png"",""img/obj7.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","",""
"html-keyboard-response","121","368317","0.0-6.0-0.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>120","","","null","","","","","","","","","","",""
"html-keyboard-response","122","369329","0.0-6.0-1.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>119","","","null","","","","","","","","","","",""
"html-keyboard-response","123","370330","0.0-6.0-2.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>118","","","null","","","","","","","","","","",""
"html-keyboard-response","124","371331","0.0-6.0-3.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>117","","","null","","","","","","","","","","",""
"html-keyboard-response","125","372342","0.0-6.0-4.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>116","","","null","","","","","","","","","","",""
"html-keyboard-response","126","373345","0.0-6.0-5.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>115","","","null","","","","","","","","","","",""
"html-keyboard-response","127","374351","0.0-6.0-6.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>114","","","null","","","","","","","","","","",""
"html-keyboard-response","128","375360","0.0-6.0-7.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>113","","","null","","","","","","","","","","",""
"html-keyboard-response","129","376367","0.0-6.0-8.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>112","","","null","","","","","","","","","","",""
"html-keyboard-response","130","377376","0.0-6.0-9.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>111","","","null","","","","","","","","","","",""
"html-keyboard-response","131","378386","0.0-6.0-10.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>110","","","null","","","","","","","","","","",""
"html-keyboard-response","132","379395","0.0-6.0-11.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>109","","","null","","","","","","","","","","",""
