"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","stimulus","button_pressed","responses","key_press","test_part","correct_response","test_number","test_scene","patternsize","true_test","correct","image_switchboard","scene_order","participant","study","session","randomID","subject"
"vsl-grid-scene-snap","86","252971","0.0-5.0-2.0-19.0","","","[[0,0,0,""img/obj2.png"",0],[0,0,""img/obj8.png"",0,0],[0,""img/obj7.png"",""img/obj11.png"",0,0],[0,""img/obj12.png"",0,0,0],[0,0,""img/obj5.png"",0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","87","255992","0.0-5.0-2.0-20.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,0,""img/obj11.png"",""img/obj2.png""],[0,0,""img/obj12.png"",""img/obj8.png"",0],[0,0,""img/obj7.png"",""img/obj5.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","88","259018","0.0-5.0-2.0-21.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,""img/obj10.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",""img/obj4.png"",0],[0,""img/obj7.png"",0,0,""img/obj6.png""]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","89","262037","0.0-5.0-2.0-22.0","","","[[0,""img/obj11.png"",""img/obj2.png"",0,0],[""img/obj12.png"",""img/obj8.png"",0,0,0],[""img/obj7.png"",""img/obj5.png"",0,0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","90","265044","0.0-5.0-2.0-23.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj1.png"",""img/obj2.png"",0,0],[0,""img/obj8.png"",""img/obj9.png"",0,0],[""img/obj7.png"",""img/obj3.png"",0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","91","268070","0.0-5.0-2.0-24.0","","","[[0,0,0,""img/obj1.png"",0],[0,0,0,""img/obj2.png"",""img/obj9.png""],[0,0,""img/obj8.png"",""img/obj3.png"",0],[0,""img/obj7.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","92","271080","0.0-5.0-2.0-25.0","","","[[0,""img/obj1.png"",""img/obj2.png"",0,0],[0,""img/obj8.png"",""img/obj9.png"",0,0],[""img/obj7.png"",""img/obj3.png"",0,0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","93","274094","0.0-5.0-2.0-26.0","","","[[0,0,0,0,0],[0,0,""img/obj10.png"",""img/obj1.png"",0],[0,0,0,""img/obj4.png"",""img/obj9.png""],[0,0,0,""img/obj3.png"",""img/obj6.png""],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","94","277119","0.0-5.0-2.0-27.0","","","[[0,0,0,0,0],[0,0,""img/obj1.png"",""img/obj11.png"",0],[0,0,""img/obj12.png"",""img/obj9.png"",0],[0,0,""img/obj3.png"",""img/obj5.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","95","280146","0.0-5.0-2.0-28.0","","","[[0,0,0,0,0],[0,0,""img/obj2.png"",0,0],[""img/obj10.png"",""img/obj8.png"",0,0,0],[""img/obj7.png"",""img/obj4.png"",0,0,0],[0,0,""img/obj6.png"",0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","96","283168","0.0-5.0-2.0-29.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj10.png"",""img/obj1.png"",0,0],[0,0,""img/obj4.png"",""img/obj9.png"",0],[0,0,""img/obj3.png"",""img/obj6.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","97","286190","0.0-5.0-2.0-30.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj11.png"",""img/obj2.png"",0,0],[""img/obj12.png"",""img/obj8.png"",0,0,0],[""img/obj7.png"",""img/obj5.png"",0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","98","289207","0.0-5.0-2.0-31.0","","","[[""img/obj10.png"",0,0,0,0],[0,""img/obj4.png"",""img/obj11.png"",0,0],[0,""img/obj12.png"",""img/obj6.png"",0,0],[0,0,""img/obj5.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","99","292228","0.0-5.0-2.0-32.0","","","[[0,0,0,0,0],[0,""img/obj11.png"",""img/obj2.png"",0,0],[""img/obj12.png"",""img/obj8.png"",0,0,0],[""img/obj7.png"",""img/obj5.png"",0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","100","295253","0.0-5.0-2.0-33.0","","","[[0,0,0,0,""img/obj2.png""],[0,0,""img/obj1.png"",""img/obj8.png"",0],[0,0,""img/obj7.png"",""img/obj9.png"",0],[0,0,""img/obj3.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","101","298283","0.0-5.0-2.0-34.0","","","[[0,""img/obj10.png"",0,0,0],[0,0,""img/obj4.png"",""img/obj11.png"",0],[0,0,""img/obj12.png"",""img/obj6.png"",0],[0,0,0,""img/obj5.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","102","301302","0.0-5.0-2.0-35.0","","","[[0,0,0,0,0],[0,0,0,""img/obj2.png"",0],[0,""img/obj10.png"",""img/obj8.png"",0,0],[0,""img/obj7.png"",""img/obj4.png"",0,0],[0,0,0,""img/obj6.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","103","304321","0.0-5.0-2.0-36.0","","","[[0,0,0,0,0],[0,0,""img/obj1.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",""img/obj9.png"",0],[0,""img/obj7.png"",""img/obj3.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","104","307346","0.0-5.0-2.0-37.0","","","[[0,0,0,0,""img/obj11.png""],[0,0,0,""img/obj12.png"",""img/obj2.png""],[0,0,0,""img/obj8.png"",""img/obj5.png""],[0,0,""img/obj7.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","105","310369","0.0-5.0-2.0-38.0","","","[[0,0,0,""img/obj11.png"",""img/obj2.png""],[0,0,""img/obj12.png"",""img/obj8.png"",0],[0,0,""img/obj7.png"",""img/obj5.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","106","313389","0.0-5.0-2.0-39.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,0,0,""img/obj1.png"",""img/obj11.png""],[0,0,0,""img/obj12.png"",""img/obj9.png""],[0,0,0,""img/obj3.png"",""img/obj5.png""]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","107","316412","0.0-5.0-2.0-40.0","","","[[0,0,0,0,0],[0,0,""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",""img/obj11.png""],[0,0,0,""img/obj12.png"",""img/obj6.png""],[0,0,0,0,""img/obj5.png""]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","108","319434","0.0-5.0-2.0-41.0","","","[[0,0,""img/obj1.png"",""img/obj11.png"",0],[0,0,""img/obj12.png"",""img/obj9.png"",0],[0,0,""img/obj3.png"",""img/obj5.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","109","322457","0.0-5.0-2.0-42.0","","","[[0,0,""img/obj10.png"",0,0],[0,0,0,""img/obj4.png"",""img/obj11.png""],[0,0,0,""img/obj12.png"",""img/obj6.png""],[0,0,0,0,""img/obj5.png""],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","110","325477","0.0-5.0-2.0-43.0","","","[[0,0,""img/obj11.png"",0,0],[0,""img/obj12.png"",""img/obj2.png"",0,0],[0,""img/obj8.png"",""img/obj5.png"",0,0],[""img/obj7.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","111","328482","0.0-5.0-2.0-44.0","","","[[0,0,""img/obj11.png"",0,0],[0,""img/obj12.png"",0,0,0],[0,""img/obj10.png"",""img/obj5.png"",0,0],[0,0,""img/obj4.png"",0,0],[0,0,0,""img/obj6.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","112","331484","0.0-5.0-2.0-45.0","","","[[0,0,0,0,0],[0,""img/obj10.png"",0,0,0],[0,0,""img/obj4.png"",""img/obj1.png"",0],[0,0,0,""img/obj6.png"",""img/obj9.png""],[0,0,0,""img/obj3.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","113","334499","0.0-5.0-2.0-46.0","","","[[0,0,""img/obj1.png"",0,0],[0,0,""img/obj2.png"",""img/obj9.png"",0],[0,""img/obj8.png"",""img/obj3.png"",0,0],[""img/obj7.png"",0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","114","337522","0.0-5.0-2.0-47.0","","","[[0,""img/obj1.png"",""img/obj11.png"",0,0],[0,""img/obj12.png"",""img/obj9.png"",0,0],[0,""img/obj3.png"",""img/obj5.png"",0,0],[0,0,0,0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-attention-check","115","341542","0.0-5.0-3.0-0.0-0.0","","null","[[0,0,""img/square.png"",0,0],[0,0,0,0,0],[0,0,""img/attention.png"",""img/square.png"",""img/square.png""],[0,0,0,""img/square.png"",0],[0,0,0,""img/square.png"",0]]","","","null","","","","","","","","","","","","","",""
"vsl-grid-attention-check","116","344558","0.0-5.0-3.0-0.1-0.1","","null","[[0,""img/square.png"",0,0,0],[0,0,0,0,0],[0,""img/square.png"",""img/attention.png"",0,""img/square.png""],[0,0,0,0,""img/square.png""],[0,0,""img/square.png"",0,0]]","","","null","","","","","","","","","","","","","",""
"vsl-grid-attention-check","117","347563","0.0-5.0-3.0-0.2-0.2","","null","[[0,0,0,""img/square.png"",0],[0,0,0,0,""img/square.png""],[0,0,""img/attention.png"",0,0],[0,0,0,0,0],[0,0,""img/square.png"",""img/square.png"",""img/square.png""]]","","","null","","","","","","","","","","","","","",""
"vsl-grid-attention-check","118","350577","0.0-5.0-3.0-0.3-0.3","","null","[[0,0,0,0,0],[0,""img/square.png"",0,0,0],[""img/square.png"",0,""img/attention.png"",0,""img/square.png""],[""img/square.png"",0,0,0,""img/square.png""],[0,0,0,0,0]]","","","null","","","","","","","","","","","","","",""
"vsl-grid-attention-check","119","353579","0.0-5.0-3.0-0.4-0.4","","null","[[0,0,0,0,0],[0,0,""img/square.png"",0,0],[0,""img/square.png"",""img/attention.png"",0,0],[0,0,0,0,""img/square.png""],[0,""img/square.png"",0,0,""img/square.png""]]","","","null","","","","","","","","","","","","","",""
"vsl-grid-attention-check","120","356593","0.0-5.0-3.0-0.5-0.5","","null","[[0,0,0,0,""img/square.png""],[0,""img/square.png"",0,0,0],[""img/square.png"",""img/square.png"",""img/attention.png"",0,0],[0,""img/square.png"",0,0,0],[0,0,0,0,0]]","","","null","","","","","","","","","","","","","",""
"vsl-grid-attention-check","121","359604","0.0-5.0-3.0-0.6-0.6","","null","[[""img/square.png"",0,0,0,0],[""img/square.png"",0,0,""img/square.png"",0],[0,0,""img/attention.png"",0,0],[0,0,0,""img/square.png"",0],[""img/square.png"",0,0,0,0]]","","","null","","","","","","","","","","","","","",""
"vsl-grid-attention-check","122","361934","0.0-5.0-3.0-0.7-0.7","","2327.5","[[0,""img/square.png"",0,0,0],[0,""img/square.png"",0,""img/square.png"",""img/square.png""],[0,0,""img/attention.png"",""img/square.png"",0],[0,0,0,0,0],[0,0,0,0,0]]","","","32","","","","","","","","","","","","","",""
"html-keyboard-response","123","362937","0.0-5.0-3.0-1.0","","null"," ","","","null","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","124","364947","0.0-5.0-4.0-0.0","","","[[0,0,0,0,0],[0,0,0,0,""img/obj2.png""],[0,0,""img/obj11.png"",""img/obj8.png"",0],[0,""img/obj12.png"",""img/obj7.png"",0,0],[0,0,""img/obj5.png"",0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","125","367971","0.0-5.0-4.0-1.0","","","[[""img/obj1.png"",0,0,0,0],[""img/obj10.png"",""img/obj9.png"",0,0,0],[""img/obj3.png"",""img/obj4.png"",0,0,0],[0,0,""img/obj6.png"",0,0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","126","370994","0.0-5.0-4.0-2.0","","","[[0,""img/obj11.png"",0,0,0],[""img/obj12.png"",0,0,0,0],[""img/obj10.png"",""img/obj5.png"",0,0,0],[0,""img/obj4.png"",0,0,0],[0,0,""img/obj6.png"",0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","127","374014","0.0-5.0-4.0-3.0","","","[[0,0,0,0,""img/obj2.png""],[0,0,0,""img/obj8.png"",0],[0,0,""img/obj7.png"",""img/obj11.png"",0],[0,0,""img/obj12.png"",0,0],[0,0,0,""img/obj5.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","128","377034","0.0-5.0-4.0-4.0","","","[[0,0,0,0,0],[0,0,0,0,0],[0,""img/obj10.png"",""img/obj11.png"",0,0],[0,""img/obj12.png"",""img/obj4.png"",0,0],[0,0,""img/obj5.png"",""img/obj6.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","129","380039","0.0-5.0-4.0-5.0","","","[[0,0,0,0,0],[""img/obj1.png"",0,0,0,0],[""img/obj10.png"",""img/obj9.png"",0,0,0],[""img/obj3.png"",""img/obj4.png"",0,0,0],[0,0,""img/obj6.png"",0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","130","383054","0.0-5.0-4.0-6.0","","","[[0,0,""img/obj1.png"",0,0],[0,0,0,""img/obj9.png"",0],[0,0,""img/obj3.png"",""img/obj2.png"",0],[0,0,""img/obj8.png"",0,0],[0,""img/obj7.png"",0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","131","386069","0.0-5.0-4.0-7.0","","","[[0,0,0,0,0],[0,""img/obj10.png"",""img/obj2.png"",0,0],[0,""img/obj8.png"",""img/obj4.png"",0,0],[""img/obj7.png"",0,0,""img/obj6.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","132","389086","0.0-5.0-4.0-8.0","","","[[0,0,0,0,0],[0,""img/obj1.png"",0,0,0],[0,""img/obj10.png"",""img/obj9.png"",0,0],[0,""img/obj3.png"",""img/obj4.png"",0,0],[0,0,0,""img/obj6.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","133","392099","0.0-5.0-4.0-9.0","","","[[0,0,0,0,0],[0,0,""img/obj11.png"",0,0],[0,""img/obj12.png"",""img/obj10.png"",0,0],[0,0,""img/obj5.png"",""img/obj4.png"",0],[0,0,0,0,""img/obj6.png""]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","134","395118","0.0-5.0-4.0-10.0","","","[[0,0,0,0,0],[0,""img/obj10.png"",""img/obj11.png"",0,0],[0,""img/obj12.png"",""img/obj4.png"",0,0],[0,0,""img/obj5.png"",""img/obj6.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","135","398127","0.0-5.0-4.0-11.0","","","[[0,""img/obj11.png"",0,0,0],[""img/obj12.png"",""img/obj10.png"",0,0,0],[0,""img/obj5.png"",""img/obj4.png"",0,0],[0,0,0,""img/obj6.png"",0],[0,0,0,0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","136","401134","0.0-5.0-4.0-12.0","","","[[0,0,0,0,0],[0,0,0,0,""img/obj11.png""],[0,0,0,""img/obj12.png"",""img/obj2.png""],[0,0,0,""img/obj8.png"",""img/obj5.png""],[0,0,""img/obj7.png"",0,0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","137","404156","0.0-5.0-4.0-13.0","","","[[0,0,0,0,0],[0,0,""img/obj1.png"",0,0],[0,0,""img/obj10.png"",""img/obj9.png"",0],[0,0,""img/obj3.png"",""img/obj4.png"",0],[0,0,0,0,""img/obj6.png""]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","138","407181","0.0-5.0-4.0-14.0","","","[[0,0,0,0,0],[0,""img/obj11.png"",0,0,0],[""img/obj12.png"",""img/obj10.png"",0,0,0],[0,""img/obj5.png"",""img/obj4.png"",0,0],[0,0,0,""img/obj6.png"",0]]","","","","","","","","","","","","","","","","",""
"vsl-grid-scene-snap","139","410187","0.0-5.0-4.0-15.0","","","[[0,0,0,0,0],[0,0,""img/obj2.png"",0,0],[""img/obj1.png"",""img/obj8.png"",0,0,0],[""img/obj7.png"",""img/obj9.png"",0,0,0],[""img/obj3.png"",0,0,0,0]]","","","","","","","","","","","","","","","","",""
"html-keyboard-response","140","412201","0.0-6.0-0.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>120","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","141","413217","0.0-6.0-1.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>119","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","142","414220","0.0-6.0-2.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>118","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","143","415222","0.0-6.0-3.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>117","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","144","416236","0.0-6.0-4.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>116","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","145","417250","0.0-6.0-5.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>115","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","146","418258","0.0-6.0-6.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>114","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","147","419273","0.0-6.0-7.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>113","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","148","420285","0.0-6.0-8.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>112","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","149","421286","0.0-6.0-9.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>111","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","150","422298","0.0-6.0-10.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>110","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","151","423313","0.0-6.0-11.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>109","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","152","424326","0.0-6.0-12.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>108","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","153","425328","0.0-6.0-13.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>107","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","154","426341","0.0-6.0-14.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>106","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","155","427356","0.0-6.0-15.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>105","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","156","428368","0.0-6.0-16.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>104","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","157","429373","0.0-6.0-17.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>103","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","158","430384","0.0-6.0-18.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>102","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","159","431394","0.0-6.0-19.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>101","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","160","432404","0.0-6.0-20.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>100","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","161","433411","0.0-6.0-21.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>99","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","162","434417","0.0-6.0-22.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>98","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","163","435429","0.0-6.0-23.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>97","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","164","436438","0.0-6.0-24.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>96","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","165","437443","0.0-6.0-25.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>95","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","166","438448","0.0-6.0-26.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>94","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","167","439453","0.0-6.0-27.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>93","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","168","440463","0.0-6.0-28.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>92","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","169","441473","0.0-6.0-29.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>91","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","170","442485","0.0-6.0-30.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>90","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","171","443493","0.0-6.0-31.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>89","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","172","444504","0.0-6.0-32.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>88","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","173","445515","0.0-6.0-33.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>87","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","174","446525","0.0-6.0-34.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>86","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","175","447529","0.0-6.0-35.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>85","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","176","448541","0.0-6.0-36.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>84","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","177","449555","0.0-6.0-37.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>83","","","null","","","","","","","","","","","","","",""
"html-keyboard-response","178","450565","0.0-6.0-38.0","","null","<p>Your practice session is now over.</p><p>The test session will start in 2 minutes.<p><p>You can use these two minutes to relaxe your eyes.</p><p> <br> </p><p>Seconds remaining:</p><p> <br> </p>82","","","null","","","","","","","","","","","","","",""
